fin_de_semana,hora_date,linea,estacion,total
False,10,LineaB,Dorrego,625.8695652173913
False,10,LineaB,Echeverria,516.695652173913
False,10,LineaB,Federico Lacroze,2521.9565217391305
False,10,LineaB,Florida,643.7391304347826
False,10,LineaB,Leandro N. Alem,937.695652173913
False,10,LineaB,Los Incas,776.8695652173913
False,10,LineaB,Malabia,1422.4347826086957
False,10,LineaB,Medrano,1224.2173913043478
False,10,LineaB,Pasteur,734.3913043478261
False,10,LineaB,Pueyrredon,841.9130434782609
False,10,LineaB,Rosas,2129.217391304348
False,10,LineaB,Tronador,359.7826086956522
False,10,LineaB,Uruguay,930.1739130434783
False,10,LineaC,Avenida de Mayo,319.30434782608694
False,10,LineaC,Constitucion,6448.347826086957
False,10,LineaC,Diagonal Norte,237.56521739130434
False,10,LineaC,General San Martin,296.5217391304348
False,10,LineaC,Independencia,321.9130434782609
False,10,LineaC,Lavalle,282.3478260869565
False,10,LineaC,Mariano Moreno,324.0869565217391
False,10,LineaC,Retiro,2508.9565217391305
False,10,LineaC,San Juan,387.0
False,10,LineaD,9 de julio,552.4782608695652
False,10,LineaD,AgÃÂ¼ero,792.7826086956521
False,10,LineaD,Bulnes,1066.0434782608695
False,10,LineaD,Callao,964.5217391304348
False,10,LineaD,Catedral,1083.9565217391305
False,10,LineaD,Congreso de Tucuman,2568.7391304347825
False,10,LineaD,Facultad de Medicina,1222.7391304347825
False,10,LineaD,Jose Hernandez,829.6086956521739
False,10,LineaD,Juramento,1073.7391304347825
False,10,LineaD,Ministro Carranza,921.3478260869565
False,10,LineaD,Olleros,960.0869565217391
False,10,LineaD,Palermo,1352.2608695652175
False,10,LineaD,Plaza Italia,722.6086956521739
False,10,LineaD,Pueyrredon.D,713.0
False,10,LineaD,Scalabrini Ortiz,911.6521739130435
False,10,LineaD,Tribunales,993.7391304347826
False,10,LineaE,Avenida La Plata,368.45454545454544
False,10,LineaE,Boedo,371.40909090909093
False,10,LineaE,Bolivar,414.0869565217391
False,10,LineaE,Catalinas,103.43478260869566
False,10,LineaE,Correo Central,191.65217391304347
False,10,LineaE,Emilio Mitre,296.8695652173913
False,10,LineaE,Entre Rios,299.7826086956522
False,10,LineaE,General Belgrano,159.1818181818182
False,10,LineaE,Independencia.H,510.60869565217394
False,10,LineaE,Jose Maria Moreno,266.69565217391306
False,10,LineaE,Jujuy,218.52173913043478
False,10,LineaE,Medalla Milagrosa,118.54545454545455
False,10,LineaE,Pichincha,197.6818181818182
False,10,LineaE,Pza. de los Virreyes,621.695652173913
False,10,LineaE,Retiro E,311.04347826086956
False,10,LineaE,San Jose,186.7826086956522
False,10,LineaE,Urquiza,238.6818181818182
False,10,LineaE,Varela,165.5909090909091
False,10,LineaH,Caseros,379.69565217391306
False,10,LineaH,Cordoba,446.1304347826087
False,10,LineaH,Corrientes,304.04347826086956
False,10,LineaH,Facultad de Derecho,361.3478260869565
False,10,LineaH,Hospitales,928.8695652173913
False,10,LineaH,Humberto I,428.0869565217391
False,10,LineaH,Inclan,383.3478260869565
False,10,LineaH,Las Heras,681.5217391304348
False,10,LineaH,Once,1128.391304347826
False,10,LineaH,Patricios,627.1304347826087
False,10,LineaH,Santa Fe,596.4347826086956
False,10,LineaH,Venezuela,623.3478260869565
False,11,LineaA,Acoyte,1014.8260869565217
False,11,LineaA,Alberti,301.0869565217391
False,11,LineaA,Carabobo,762.9565217391304
False,11,LineaA,Castro Barros,625.4347826086956
False,11,LineaA,Congreso,840.0434782608696
False,11,LineaA,Flores,786.4347826086956
False,11,LineaA,Lima,474.2173913043478
False,11,LineaA,Loria,599.2608695652174
False,11,LineaA,Pasco,296.7826086956522
False,11,LineaA,Peru,551.2173913043479
False,11,LineaA,Piedras,362.4347826086956
False,11,LineaA,Plaza Miserere,1219.7826086956522
False,11,LineaA,Plaza de Mayo,802.3913043478261
False,11,LineaA,Primera Junta,906.0434782608696
False,11,LineaA,Puan,502.3478260869565
False,11,LineaA,Rio de Janeiro,739.2173913043479
False,11,LineaA,Saenz PeÃÂ±a ,605.3478260869565
False,11,LineaA,San Pedrito,1812.9565217391305
False,11,LineaB,Angel Gallardo,1074.1739130434783
False,11,LineaB,Callao.B,1167.9130434782608
False,11,LineaB,Carlos Gardel,812.5217391304348
False,11,LineaB,Carlos Pellegrini,1158.608695652174
False,11,LineaB,Dorrego,548.6521739130435
False,11,LineaB,Echeverria,410.17391304347825
False,11,LineaB,Federico Lacroze,1882.2173913043478
False,11,LineaB,Florida,954.3478260869565
False,11,LineaB,Leandro N. Alem,1083.9565217391305
False,11,LineaB,Los Incas,737.2173913043479
False,11,LineaB,Malabia,1233.7391304347825
False,11,LineaB,Medrano,1230.4347826086957
False,11,LineaB,Pasteur,940.8695652173913
False,11,LineaB,Pueyrredon,967.9130434782609
False,11,LineaB,Rosas,1641.304347826087
False,11,LineaB,Tronador,333.6521739130435
False,11,LineaB,Uruguay,1249.4347826086957
False,11,LineaC,Avenida de Mayo,362.1304347826087
False,11,LineaC,Constitucion,5219.304347826087
False,11,LineaC,Diagonal Norte,293.2608695652174
False,11,LineaC,General San Martin,379.7391304347826
False,11,LineaC,Independencia,380.5652173913044
False,11,LineaC,Lavalle,366.1304347826087
False,11,LineaC,Mariano Moreno,389.0869565217391
False,11,LineaC,Retiro,2011.5652173913043
False,11,LineaC,San Juan,386.0869565217391
False,11,LineaD,9 de julio,649.3913043478261
False,11,LineaD,AgÃÂ¼ero,751.4347826086956
False,11,LineaD,Bulnes,1059.5652173913043
False,11,LineaD,Callao,1161.5652173913043
False,11,LineaD,Catedral,1520.9565217391305
False,11,LineaD,Congreso de Tucuman,2119.913043478261
False,11,LineaD,Facultad de Medicina,1484.9565217391305
False,11,LineaD,Jose Hernandez,798.4347826086956
False,11,LineaD,Juramento,1066.2173913043478
False,11,LineaD,Ministro Carranza,848.2173913043479
False,11,LineaD,Olleros,893.1739130434783
False,11,LineaD,Palermo,1330.7826086956522
False,11,LineaD,Plaza Italia,701.1739130434783
False,11,LineaD,Pueyrredon.D,700.7391304347826
False,11,LineaD,Scalabrini Ortiz,822.5217391304348
False,11,LineaD,Tribunales,1217.0
False,11,LineaE,Avenida La Plata,314.0
False,11,LineaE,Boedo,317.3478260869565
False,11,LineaE,Bolivar,572.695652173913
False,11,LineaE,Catalinas,151.0
False,11,LineaE,Correo Central,252.3913043478261
False,11,LineaE,Emilio Mitre,241.08695652173913
False,11,LineaE,Entre Rios,302.4782608695652
False,11,LineaE,General Belgrano,188.54545454545453
False,11,LineaE,Independencia.H,1476.2173913043478
False,11,LineaE,Jose Maria Moreno,215.82608695652175
False,11,LineaE,Jujuy,218.82608695652175
False,11,LineaE,Medalla Milagrosa,92.08695652173913
False,11,LineaE,Pichincha,164.43478260869566
False,11,LineaE,Pza. de los Virreyes,527.4782608695652
False,11,LineaE,Retiro E,254.34782608695653
False,11,LineaE,San Jose,194.47826086956522
False,11,LineaE,Urquiza,202.69565217391303
False,11,LineaE,Varela,160.34782608695653
False,11,LineaH,Caseros,432.5217391304348
False,11,LineaH,Cordoba,505.17391304347825
False,11,LineaH,Corrientes,382.60869565217394
False,11,LineaH,Facultad de Derecho,555.5652173913044
False,11,LineaH,Hospitales,813.1304347826087
False,11,LineaH,Humberto I,424.1304347826087
False,11,LineaH,Inclan,330.5217391304348
False,11,LineaH,Las Heras,685.4782608695652
False,11,LineaH,Once,1077.2173913043478
False,11,LineaH,Patricios,608.6086956521739
False,11,LineaH,Santa Fe,667.0
False,11,LineaH,Venezuela,625.1739130434783
False,12,LineaA,Acoyte,1214.9130434782608
False,12,LineaA,Alberti,371.6521739130435
False,12,LineaA,Carabobo,841.9565217391304
False,12,LineaA,Castro Barros,742.695652173913
False,12,LineaA,Congreso,1091.5652173913043
False,12,LineaA,Flores,878.0869565217391
False,12,LineaA,Lima,582.8695652173913
False,12,LineaA,Loria,734.9565217391304
False,12,LineaA,Pasco,326.2608695652174
False,12,LineaA,Peru,710.3478260869565
False,12,LineaA,Piedras,476.30434782608694
False,12,LineaA,Plaza Miserere,1296.5217391304348
False,12,LineaA,Plaza de Mayo,1037.3478260869565
False,12,LineaA,Primera Junta,935.5217391304348
False,12,LineaA,Puan,534.4782608695652
False,12,LineaA,Rio de Janeiro,854.7826086956521
False,12,LineaA,Saenz PeÃÂ±a ,726.8260869565217
False,12,LineaA,San Pedrito,1879.6521739130435
False,12,LineaB,Angel Gallardo,1160.7391304347825
False,12,LineaB,Callao.B,1542.7391304347825
False,12,LineaB,Carlos Gardel,997.304347826087
False,12,LineaB,Carlos Pellegrini,1428.304347826087
False,12,LineaB,Dorrego,636.7826086956521
False,12,LineaB,Echeverria,402.95652173913044
False,12,LineaB,Federico Lacroze,1961.8695652173913
False,12,LineaB,Florida,1281.5217391304348
False,12,LineaB,Leandro N. Alem,1411.0869565217392
False,12,LineaB,Los Incas,726.4782608695652
False,12,LineaB,Malabia,1331.3478260869565
False,12,LineaB,Medrano,1351.6521739130435
False,12,LineaB,Pasteur,1208.9130434782608
False,12,LineaB,Pueyrredon,1083.9130434782608
False,12,LineaB,Rosas,1597.608695652174
False,12,LineaB,Tronador,401.6521739130435
False,12,LineaB,Uruguay,1478.7391304347825
False,12,LineaC,Avenida de Mayo,389.4782608695652
False,12,LineaC,Constitucion,4916.217391304348
False,12,LineaC,Diagonal Norte,375.2608695652174
False,12,LineaC,General San Martin,462.6521739130435
False,12,LineaC,Independencia,476.7391304347826
False,12,LineaC,Lavalle,481.30434782608694
False,12,LineaC,Mariano Moreno,508.5652173913044
False,12,LineaC,Retiro,2192.6521739130435
False,12,LineaC,San Juan,479.8695652173913
False,12,LineaD,9 de julio,760.7826086956521
False,12,LineaD,AgÃÂ¼ero,855.9130434782609
False,12,LineaD,Bulnes,1201.7391304347825
False,12,LineaD,Callao,1544.391304347826
False,12,LineaD,Catedral,1918.0
False,12,LineaD,Congreso de Tucuman,2227.1739130434785
False,12,LineaD,Facultad de Medicina,2147.0
False,12,LineaD,Jose Hernandez,900.1739130434783
False,12,LineaD,Juramento,1192.9565217391305
False,12,LineaD,Ministro Carranza,945.6521739130435
False,12,LineaD,Olleros,1063.608695652174
False,12,LineaD,Palermo,1379.0
False,12,LineaD,Plaza Italia,815.5652173913044
False,12,LineaD,Pueyrredon.D,784.1739130434783
False,12,LineaD,Scalabrini Ortiz,923.8260869565217
False,12,LineaD,Tribunales,1496.4782608695652
False,12,LineaE,Avenida La Plata,431.30434782608694
False,12,LineaE,Boedo,385.8695652173913
False,12,LineaE,Bolivar,936.695652173913
False,12,LineaE,Catalinas,206.0
False,12,LineaE,Correo Central,324.30434782608694
False,12,LineaE,Emilio Mitre,281.2608695652174
False,12,LineaE,Entre Rios,420.95652173913044
False,12,LineaE,General Belgrano,245.95652173913044
False,12,LineaE,Independencia.H,1449.9130434782608
False,12,LineaE,Jose Maria Moreno,241.95652173913044
False,12,LineaE,Jujuy,254.52173913043478
False,12,LineaE,Medalla Milagrosa,116.04347826086956
False,12,LineaE,Pichincha,179.6086956521739
False,12,LineaE,Pza. de los Virreyes,646.1739130434783
False,12,LineaE,Retiro E,293.17391304347825
False,12,LineaE,San Jose,241.91304347826087
False,12,LineaE,Urquiza,288.69565217391306
False,12,LineaE,Varela,184.91304347826087
False,12,LineaH,Caseros,610.2608695652174
False,12,LineaH,Cordoba,654.6086956521739
False,12,LineaH,Corrientes,479.2173913043478
False,12,LineaH,Facultad de Derecho,386.60869565217394
False,12,LineaH,Hospitales,1032.9565217391305
False,12,LineaH,Humberto I,463.82608695652175
False,12,LineaH,Inclan,389.2608695652174
False,12,LineaH,Las Heras,946.6521739130435
False,12,LineaH,Once,1194.304347826087
False,12,LineaH,Patricios,737.1304347826087
False,12,LineaH,Santa Fe,814.9565217391304
False,12,LineaH,Venezuela,860.0
False,13,LineaA,Acoyte,1116.3478260869565
False,13,LineaA,Alberti,387.4347826086956
False,13,LineaA,Carabobo,822.7391304347826
False,13,LineaA,Castro Barros,756.0
False,13,LineaA,Congreso,1215.0434782608695
False,13,LineaA,Flores,818.695652173913
False,13,LineaA,Lima,621.1304347826087
False,13,LineaA,Loria,735.8260869565217
False,13,LineaA,Pasco,326.95652173913044
False,13,LineaA,Peru,809.9565217391304
False,13,LineaA,Piedras,519.1739130434783
False,13,LineaA,Plaza Miserere,1308.8260869565217
False,13,LineaA,Plaza de Mayo,1213.3478260869565
False,13,LineaA,Primera Junta,948.7391304347826
False,13,LineaA,Puan,586.9130434782609
False,13,LineaA,Rio de Janeiro,884.9565217391304
False,13,LineaA,Saenz PeÃÂ±a ,824.9130434782609
False,13,LineaA,San Pedrito,2002.5652173913043
False,13,LineaB,Angel Gallardo,1096.9565217391305
False,13,LineaB,Callao.B,1537.8260869565217
False,13,LineaB,Carlos Gardel,1045.304347826087
False,13,LineaB,Carlos Pellegrini,1679.1739130434783
False,13,LineaB,Dorrego,624.7826086956521
False,13,LineaB,Echeverria,383.1304347826087
False,13,LineaB,Federico Lacroze,2087.6521739130435
False,13,LineaB,Florida,1443.9565217391305
False,13,LineaB,Leandro N. Alem,1594.9130434782608
False,13,LineaB,Los Incas,655.6521739130435
False,13,LineaB,Malabia,1316.0
False,13,LineaB,Medrano,1264.0
False,13,LineaB,Pasteur,1194.2608695652175
False,13,LineaB,Pueyrredon,1112.1739130434783
False,13,LineaB,Rosas,1654.5652173913043
False,13,LineaB,Tronador,352.95652173913044
False,13,LineaB,Uruguay,1673.6521739130435
False,13,LineaC,Avenida de Mayo,400.6521739130435
False,13,LineaC,Constitucion,5122.347826086957
False,13,LineaC,Diagonal Norte,428.8695652173913
False,13,LineaC,General San Martin,527.6521739130435
False,13,LineaC,Independencia,404.82608695652175
False,13,LineaC,Lavalle,590.2608695652174
False,13,LineaC,Mariano Moreno,519.1739130434783
False,13,LineaC,Retiro,2508.2608695652175
False,13,LineaC,San Juan,426.4347826086956
False,13,LineaD,9 de julio,761.0869565217391
False,13,LineaD,AgÃÂ¼ero,836.1739130434783
False,13,LineaD,Bulnes,1240.8260869565217
False,13,LineaD,Callao,1455.695652173913
False,13,LineaD,Catedral,2146.7391304347825
False,13,LineaD,Congreso de Tucuman,2160.478260869565
False,13,LineaD,Facultad de Medicina,1670.5652173913043
False,13,LineaD,Jose Hernandez,910.7391304347826
False,13,LineaD,Juramento,1186.695652173913
False,13,LineaD,Ministro Carranza,1034.3478260869565
False,13,LineaD,Olleros,1023.9130434782609
False,13,LineaD,Palermo,1473.0
False,13,LineaD,Plaza Italia,821.1304347826087
False,13,LineaD,Pueyrredon.D,805.6521739130435
False,13,LineaD,Scalabrini Ortiz,954.1304347826087
False,13,LineaD,Tribunales,1843.391304347826
False,13,LineaE,Avenida La Plata,394.9130434782609
False,13,LineaE,Boedo,343.82608695652175
False,13,LineaE,Bolivar,820.2173913043479
False,13,LineaE,Catalinas,242.0
False,13,LineaE,Correo Central,399.60869565217394
False,13,LineaE,Emilio Mitre,269.3478260869565
False,13,LineaE,Entre Rios,381.30434782608694
False,13,LineaE,General Belgrano,246.7826086956522
False,13,LineaE,Independencia.H,575.9130434782609
False,13,LineaE,Jose Maria Moreno,239.7826086956522
False,13,LineaE,Jujuy,243.52173913043478
False,13,LineaE,Medalla Milagrosa,111.34782608695652
False,13,LineaE,Pichincha,165.95652173913044
False,13,LineaE,Pza. de los Virreyes,574.6086956521739
False,13,LineaE,Retiro E,324.7826086956522
False,13,LineaE,San Jose,244.30434782608697
False,13,LineaE,Urquiza,263.8695652173913
False,13,LineaE,Varela,136.1304347826087
False,13,LineaH,Caseros,553.2173913043479
False,13,LineaH,Cordoba,651.2608695652174
False,13,LineaH,Corrientes,542.9130434782609
False,13,LineaH,Facultad de Derecho,419.0869565217391
False,13,LineaH,Hospitales,1002.3478260869565
False,13,LineaH,Humberto I,455.7391304347826
False,13,LineaH,Inclan,392.3478260869565
False,13,LineaH,Las Heras,947.9130434782609
False,13,LineaH,Once,1236.1304347826087
False,13,LineaH,Patricios,783.6521739130435
False,13,LineaH,Santa Fe,821.3478260869565
False,13,LineaH,Venezuela,709.9565217391304
False,14,LineaA,Acoyte,940.4782608695652
False,14,LineaA,Alberti,393.9130434782609
False,14,LineaA,Carabobo,693.8260869565217
False,14,LineaA,Castro Barros,678.1304347826087
False,14,LineaA,Congreso,1192.695652173913
False,14,LineaA,Flores,682.6521739130435
False,14,LineaA,Lima,649.8260869565217
False,14,LineaA,Loria,638.0434782608696
False,14,LineaA,Pasco,317.4782608695652
False,14,LineaA,Peru,1063.1739130434783
False,14,LineaA,Piedras,626.8260869565217
False,14,LineaA,Plaza Miserere,1226.9130434782608
False,14,LineaA,Plaza de Mayo,1269.9565217391305
False,14,LineaA,Primera Junta,777.0
False,14,LineaA,Puan,411.1304347826087
False,14,LineaA,Rio de Janeiro,692.1304347826087
False,14,LineaA,Saenz PeÃÂ±a ,913.3913043478261
False,14,LineaA,San Pedrito,1560.5652173913043
False,14,LineaB,Angel Gallardo,1033.0
False,14,LineaB,Callao.B,1421.9565217391305
False,14,LineaB,Carlos Gardel,1062.5217391304348
False,14,LineaB,Carlos Pellegrini,1691.6521739130435
False,14,LineaB,Dorrego,606.0869565217391
False,14,LineaB,Echeverria,318.82608695652175
False,14,LineaB,Federico Lacroze,1674.0
False,14,LineaB,Florida,1656.1739130434783
False,14,LineaB,Leandro N. Alem,1567.0434782608695
False,14,LineaB,Los Incas,546.4782608695652
False,14,LineaB,Malabia,1165.608695652174
False,14,LineaB,Medrano,1179.391304347826
False,14,LineaB,Pasteur,1171.4782608695652
False,14,LineaB,Pueyrredon,1096.9130434782608
False,14,LineaB,Rosas,1359.8695652173913
False,14,LineaB,Tronador,369.9130434782609
False,14,LineaB,Uruguay,1647.7826086956522
False,14,LineaC,Avenida de Mayo,436.1304347826087
False,14,LineaC,Constitucion,3992.217391304348
False,14,LineaC,Diagonal Norte,534.2173913043479
False,14,LineaC,General San Martin,553.9565217391304
False,14,LineaC,Independencia,367.4782608695652
False,14,LineaC,Lavalle,734.2173913043479
False,14,LineaC,Mariano Moreno,581.1304347826087
False,14,LineaC,Retiro,2513.5652173913045
False,14,LineaC,San Juan,332.17391304347825
False,14,LineaD,9 de julio,748.9130434782609
False,14,LineaD,AgÃÂ¼ero,803.304347826087
False,14,LineaD,Bulnes,1179.6521739130435
False,14,LineaD,Callao,1369.4782608695652
False,14,LineaD,Catedral,2233.1739130434785
False,14,LineaD,Congreso de Tucuman,1831.391304347826
False,14,LineaD,Facultad de Medicina,1625.3478260869565
False,14,LineaD,Jose Hernandez,797.3913043478261
False,14,LineaD,Juramento,1095.8695652173913
False,14,LineaD,Ministro Carranza,823.0434782608696
False,14,LineaD,Olleros,913.2173913043479
False,14,LineaD,Palermo,1378.0
False,14,LineaD,Plaza Italia,744.2608695652174
False,14,LineaD,Pueyrredon.D,840.0
False,14,LineaD,Scalabrini Ortiz,817.304347826087
False,14,LineaD,Tribunales,1634.9130434782608
False,14,LineaE,Avenida La Plata,301.2608695652174
False,14,LineaE,Boedo,301.8695652173913
False,14,LineaE,Bolivar,912.1304347826087
False,14,LineaE,Catalinas,226.8695652173913
False,14,LineaE,Correo Central,438.1304347826087
False,14,LineaE,Emilio Mitre,226.56521739130434
False,14,LineaE,Entre Rios,308.4347826086956
False,14,LineaE,General Belgrano,264.82608695652175
False,14,LineaE,Independencia.H,383.60869565217394
False,14,LineaE,Jose Maria Moreno,208.65217391304347
False,14,LineaE,Jujuy,217.8695652173913
False,14,LineaE,Medalla Milagrosa,87.26086956521739
False,14,LineaE,Pichincha,139.56521739130434
False,14,LineaE,Pza. de los Virreyes,416.8695652173913
False,14,LineaE,Retiro E,303.04347826086956
False,14,LineaE,San Jose,174.52173913043478
False,14,LineaE,Urquiza,225.56521739130434
False,14,LineaE,Varela,106.78260869565217
False,14,LineaH,Caseros,471.5652173913044
False,14,LineaH,Cordoba,622.2173913043479
False,14,LineaH,Corrientes,503.4347826086956
False,14,LineaH,Facultad de Derecho,306.69565217391306
False,14,LineaH,Hospitales,719.2608695652174
False,14,LineaH,Humberto I,409.9130434782609
False,14,LineaH,Inclan,336.5217391304348
False,14,LineaH,Las Heras,892.695652173913
False,14,LineaH,Once,1110.4347826086957
False,14,LineaH,Patricios,702.304347826087
False,14,LineaH,Santa Fe,926.0
False,14,LineaH,Venezuela,612.0869565217391
False,15,LineaA,Acoyte,865.5217391304348
False,15,LineaA,Alberti,436.7826086956522
False,15,LineaA,Carabobo,639.6521739130435
False,15,LineaA,Castro Barros,662.2173913043479
False,15,LineaA,Congreso,1325.4347826086957
False,15,LineaA,Flores,594.7826086956521
False,15,LineaA,Lima,738.8260869565217
False,15,LineaA,Loria,616.9130434782609
False,15,LineaA,Pasco,283.5652173913044
False,15,LineaA,Peru,1443.7391304347825
False,15,LineaA,Piedras,859.5652173913044
False,15,LineaA,Plaza Miserere,1067.2608695652175
False,15,LineaA,Plaza de Mayo,1699.2608695652175
False,15,LineaA,Primera Junta,707.7391304347826
False,15,LineaA,Puan,443.17391304347825
False,15,LineaA,Rio de Janeiro,648.9565217391304
False,15,LineaA,Saenz PeÃÂ±a ,981.3913043478261
False,15,LineaA,San Pedrito,1428.6521739130435
False,15,LineaB,Angel Gallardo,1043.3478260869565
False,15,LineaB,Callao.B,1559.695652173913
False,15,LineaB,Carlos Gardel,1120.5217391304348
False,15,LineaB,Carlos Pellegrini,1902.8260869565217
False,15,LineaB,Dorrego,697.7391304347826
False,15,LineaB,Echeverria,332.39130434782606
False,15,LineaB,Federico Lacroze,1513.6521739130435
False,15,LineaB,Florida,2071.217391304348
False,15,LineaB,Leandro N. Alem,1829.0
False,15,LineaB,Los Incas,550.4347826086956
False,15,LineaB,Malabia,1178.8695652173913
False,15,LineaB,Medrano,1211.695652173913
False,15,LineaB,Pasteur,1185.6521739130435
False,15,LineaB,Pueyrredon,1079.0869565217392
False,15,LineaB,Rosas,1201.9565217391305
False,15,LineaB,Tronador,379.9130434782609
False,15,LineaB,Uruguay,1705.7826086956522
False,15,LineaC,Avenida de Mayo,561.8695652173913
False,15,LineaC,Constitucion,3189.1739130434785
False,15,LineaC,Diagonal Norte,726.0434782608696
False,15,LineaC,General San Martin,666.5652173913044
False,15,LineaC,Independencia,399.69565217391306
False,15,LineaC,Lavalle,1036.1739130434783
False,15,LineaC,Mariano Moreno,648.0434782608696
False,15,LineaC,Retiro,2375.521739130435
False,15,LineaC,San Juan,356.2173913043478
False,15,LineaD,9 de julio,854.7826086956521
False,15,LineaD,AgÃÂ¼ero,806.5652173913044
False,15,LineaD,Bulnes,1250.8260869565217
False,15,LineaD,Callao,1442.608695652174
False,15,LineaD,Catedral,3051.478260869565
False,15,LineaD,Congreso de Tucuman,1818.4347826086957
False,15,LineaD,Facultad de Medicina,1598.4347826086957
False,15,LineaD,Jose Hernandez,781.9565217391304
False,15,LineaD,Juramento,1148.0
False,15,LineaD,Ministro Carranza,834.2608695652174
False,15,LineaD,Olleros,886.0
False,15,LineaD,Palermo,1303.3478260869565
False,15,LineaD,Plaza Italia,808.3913043478261
False,15,LineaD,Pueyrredon.D,833.6521739130435
False,15,LineaD,Scalabrini Ortiz,885.9130434782609
False,15,LineaD,Tribunales,1726.2608695652175
False,15,LineaE,Avenida La Plata,284.04347826086956
False,15,LineaE,Boedo,280.17391304347825
False,15,LineaE,Bolivar,1217.5652173913043
False,15,LineaE,Catalinas,312.2608695652174
False,15,LineaE,Correo Central,513.3478260869565
False,15,LineaE,Emilio Mitre,241.6086956521739
False,15,LineaE,Entre Rios,289.39130434782606
False,15,LineaE,General Belgrano,341.3478260869565
False,15,LineaE,Independencia.H,438.5217391304348
False,15,LineaE,Jose Maria Moreno,197.34782608695653
False,15,LineaE,Jujuy,216.7391304347826
False,15,LineaE,Medalla Milagrosa,81.43478260869566
False,15,LineaE,Pichincha,140.17391304347825
False,15,LineaE,Pza. de los Virreyes,318.7391304347826
False,15,LineaE,Retiro E,311.17391304347825
False,15,LineaE,San Jose,178.52173913043478
False,15,LineaE,Urquiza,187.69565217391303
False,15,LineaE,Varela,97.17391304347827
False,15,LineaH,Caseros,507.8695652173913
False,15,LineaH,Cordoba,718.7826086956521
False,15,LineaH,Corrientes,570.4347826086956
False,15,LineaH,Facultad de Derecho,429.0869565217391
False,15,LineaH,Hospitales,671.4782608695652
False,15,LineaH,Humberto I,419.69565217391306
False,15,LineaH,Inclan,393.7391304347826
False,15,LineaH,Las Heras,1083.1739130434783
False,15,LineaH,Once,1100.1304347826087
False,15,LineaH,Patricios,628.7391304347826
False,15,LineaH,Santa Fe,1056.4347826086957
False,15,LineaH,Venezuela,571.5652173913044
False,16,LineaA,Acoyte,981.1304347826087
False,16,LineaA,Alberti,493.9130434782609
False,16,LineaA,Carabobo,747.1304347826087
False,16,LineaA,Castro Barros,804.6086956521739
False,16,LineaA,Congreso,1445.0869565217392
False,16,LineaA,Flores,671.9565217391304
False,16,LineaA,Lima,848.4782608695652
False,16,LineaA,Loria,723.2608695652174
False,16,LineaA,Pasco,288.7826086956522
False,16,LineaA,Peru,1524.0434782608695
False,16,LineaA,Piedras,956.6521739130435
False,16,LineaA,Plaza Miserere,1045.9130434782608
False,16,LineaA,Plaza de Mayo,2306.6521739130435
False,16,LineaA,Primera Junta,740.9565217391304
False,16,LineaA,Puan,523.1304347826087
False,16,LineaA,Rio de Janeiro,825.9565217391304
False,16,LineaA,Saenz PeÃÂ±a ,1060.4347826086957
False,16,LineaA,San Pedrito,1661.2608695652175
False,16,LineaB,Angel Gallardo,1277.608695652174
False,16,LineaB,Callao.B,1760.3478260869565
False,16,LineaB,Carlos Gardel,1297.7391304347825
False,16,LineaB,Carlos Pellegrini,1940.1739130434783
False,16,LineaB,Dorrego,917.6086956521739
False,16,LineaB,Echeverria,413.30434782608694
False,16,LineaB,Federico Lacroze,1651.695652173913
False,16,LineaB,Florida,2194.5652173913045
False,16,LineaB,Leandro N. Alem,2322.913043478261
False,16,LineaB,Los Incas,704.304347826087
False,16,LineaB,Malabia,1447.0
False,16,LineaB,Medrano,1344.3478260869565
False,16,LineaB,Pasteur,1252.8260869565217
False,16,LineaB,Pueyrredon,1138.608695652174
False,16,LineaB,Rosas,1401.1304347826087
False,16,LineaB,Tronador,517.695652173913
False,16,LineaB,Uruguay,1763.7826086956522
False,16,LineaC,Avenida de Mayo,559.5217391304348
False,16,LineaC,Constitucion,3220.9565217391305
False,16,LineaC,Diagonal Norte,662.8260869565217
False,16,LineaC,General San Martin,821.8260869565217
False,16,LineaC,Independencia,484.4347826086956
False,16,LineaC,Lavalle,1280.9565217391305
False,16,LineaC,Mariano Moreno,752.0869565217391
False,16,LineaC,Retiro,2853.8695652173915
False,16,LineaC,San Juan,395.9130434782609
False,16,LineaD,9 de julio,871.3913043478261
False,16,LineaD,AgÃÂ¼ero,941.9130434782609
False,16,LineaD,Bulnes,1360.7391304347825
False,16,LineaD,Callao,1703.4782608695652
False,16,LineaD,Catedral,3607.782608695652
False,16,LineaD,Congreso de Tucuman,2187.4347826086955
False,16,LineaD,Facultad de Medicina,1974.608695652174
False,16,LineaD,Jose Hernandez,1049.608695652174
False,16,LineaD,Juramento,1391.0434782608695
False,16,LineaD,Ministro Carranza,931.5652173913044
False,16,LineaD,Olleros,1134.0434782608695
False,16,LineaD,Palermo,1500.1739130434783
False,16,LineaD,Plaza Italia,1051.5652173913043
False,16,LineaD,Pueyrredon.D,921.2608695652174
False,16,LineaD,Scalabrini Ortiz,1001.0434782608696
False,16,LineaD,Tribunales,1778.2608695652175
False,16,LineaE,Avenida La Plata,367.4782608695652
False,16,LineaE,Boedo,292.6521739130435
False,16,LineaE,Bolivar,1440.304347826087
False,16,LineaE,Catalinas,475.2173913043478
False,16,LineaE,Correo Central,598.0434782608696
False,16,LineaE,Emilio Mitre,238.91304347826087
